city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
21,0.6240000128746033,Male,No,Not,Masters,STEM,12,<10,UnfundedStartup,never,306.0
75,0.9390000104904175,Male,Yes,Not,Masters,STEM,9,50-99,Private,4,192.0
28,0.9390000104904175,Male,No,FullTime,HighSchool,None,2,500-999,Private,1,54.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,7,10000+,Private,4,92.0
90,0.6980000138282776,Male,Yes,FullTime,Bachelors,STEM,9,50-99,Private,>4,155.0
103,0.9200000166893005,Female,No,FullTime,Masters,STEM,>20,5000-9999,Public,>4,4.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,<10,Private,>4,178.0
61,0.9129999876022339,Male,Yes,Not,Bachelors,STEM,5,<10,UnfundedStartup,never,15.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,14,10000+,Private,3,34.0
173,0.878000020980835,Male,Yes,Not,Masters,STEM,8,100-500,NGO,1,30.0
99,0.9150000214576721,Male,Yes,Not,Bachelors,STEM,4,<10,Private,2,46.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,15,1000-4999,Private,never,166.0
28,0.9390000104904175,Male,Yes,PartTime,Bachelors,STEM,2,1000-4999,Private,1,37.0
114,0.9259999990463257,Male,No,FullTime,Masters,STEM,>20,5000-9999,Other,4,108.0
114,0.9259999990463257,Male,Yes,PartTime,Masters,STEM,16,50-99,NGO,3,58.0
67,0.8550000190734863,Female,No,FullTime,Bachelors,STEM,7,10000+,Private,2,16.0
136,0.8970000147819519,Male,No,FullTime,HighSchool,None,7,50-99,Private,never,60.0
65,0.8019999861717224,Male,No,Not,HighSchool,None,3,<10,Private,never,102.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,15,10000+,Private,>4,64.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,1000-4999,Private,2,182.0
104,0.9240000247955322,Female,Yes,Not,Masters,STEM,7,<10,FundedStartup,3,75.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,4,18.0
160,0.9200000166893005,Male,Yes,Not,HighSchool,None,>20,100-500,Private,1,8.0
114,0.9259999990463257,Male,No,Not,HighSchool,None,2,1000-4999,Private,never,64.0
102,0.8040000200271606,Male,Yes,Not,Masters,STEM,5,50-99,Private,4,210.0
103,0.9200000166893005,Male,No,Not,HighSchool,None,3,50-99,Private,never,48.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,8,100-500,Private,>4,10.0
105,0.7940000295639038,Male,Yes,Not,Bachelors,STEM,9,500-999,Private,2,11.0
103,0.9200000166893005,Male,No,PartTime,HighSchool,None,2,10000+,Private,1,47.0
36,0.8930000066757202,Male,No,Not,Masters,STEM,>20,1000-4999,Private,2,47.0
28,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,14,50-99,Private,1,68.0
165,0.902999997138977,Male,Yes,Not,Bachelors,Business,4,10-49,FundedStartup,1,80.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,15,100-500,FundedStartup,2,74.0
114,0.9259999990463257,Male,Yes,FullTime,Masters,STEM,11,1000-4999,Public,1,13.0
114,0.9259999990463257,Male,No,Not,HighSchool,None,5,10000+,Private,never,81.0
50,0.8960000276565552,Male,No,FullTime,Bachelors,STEM,4,50-99,Private,never,36.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,10000+,Private,2,128.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,10,1000-4999,Private,3,58.0
65,0.8019999861717224,Male,Yes,Not,Masters,STEM,9,1000-4999,Private,2,51.0
67,0.8550000190734863,Male,Yes,FullTime,HighSchool,None,3,50-99,Private,never,104.0
162,0.7670000195503235,Male,No,FullTime,HighSchool,None,4,<10,UnfundedStartup,1,43.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,>4,4.0
11,0.550000011920929,Male,Yes,Not,Bachelors,STEM,10,<10,Private,never,50.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,50-99,FundedStartup,2,184.0
64,0.6660000085830688,Male,Yes,FullTime,Bachelors,STEM,14,10000+,Private,3,258.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Arts,5,1000-4999,Private,2,18.0
114,0.9259999990463257,Male,No,Not,Masters,STEM,4,<10,Private,2,21.0
73,0.7540000081062317,Male,No,PartTime,Masters,STEM,10,10000+,Public,2,41.0
50,0.8960000276565552,Male,Yes,Not,Masters,STEM,9,100-500,Private,3,20.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,4,17.0
103,0.9200000166893005,Male,No,PartTime,Bachelors,STEM,1,1000-4999,Private,1,128.0
145,0.5550000071525574,Male,Yes,Not,Bachelors,STEM,5,50-99,Private,never,24.0
103,0.9200000166893005,Male,No,Not,Bachelors,None,<1,50-99,Private,1,180.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,2,68.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Other,>20,1000-4999,Private,1,51.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,>20,5000-9999,Private,>4,282.0
11,0.550000011920929,Male,Yes,Not,Bachelors,STEM,17,500-999,Private,1,22.0
16,0.9100000262260437,Male,No,Not,PrimarySchool,None,2,50-99,Private,never,81.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,100-500,Private,1,80.0
65,0.8019999861717224,Male,No,Not,HighSchool,None,4,<10,Private,never,23.0
126,0.4790000021457672,Male,Yes,Not,Phd,Humanities,>20,10000+,Private,>4,79.0
103,0.9200000166893005,Male,No,Not,Phd,Humanities,>20,1000-4999,Public,2,83.0
59,0.7749999761581421,Male,Yes,PartTime,Bachelors,STEM,10,1000-4999,Private,>4,14.0
71,0.8840000033378601,Male,Yes,Not,Bachelors,STEM,6,<10,UnfundedStartup,4,50.0
123,0.7379999756813049,Male,No,FullTime,Masters,Other,4,50-99,Private,never,68.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,5,100-500,Public,1,112.0
100,0.8870000243186951,Male,Yes,Not,HighSchool,None,12,50-99,Private,4,128.0
109,0.7009999752044678,Male,Yes,Not,Masters,STEM,16,10-49,Private,3,11.0
100,0.8870000243186951,Male,No,FullTime,HighSchool,None,9,50-99,Private,2,67.0
16,0.9100000262260437,Other,Yes,PartTime,Bachelors,STEM,4,10000+,Private,never,62.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Other,>20,100-500,Private,>4,268.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,5,10000+,Private,1,26.0
103,0.9200000166893005,Male,No,FullTime,HighSchool,None,11,10-49,Public,1,44.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,4,100-500,Private,1,86.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,>4,46.0
74,0.5789999961853027,Male,No,FullTime,Bachelors,STEM,2,50-99,Private,never,178.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,5,10000+,Private,1,49.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,14,10-49,Private,1,15.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,6,10-49,Private,2,3.0
55,0.7390000224113464,Male,No,Not,HighSchool,None,3,<10,Private,never,29.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,4,1000-4999,Private,1,8.0
100,0.8870000243186951,Male,No,FullTime,Bachelors,STEM,9,10000+,Private,1,44.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,1,50-99,Private,1,27.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,5,50-99,UnfundedStartup,1,32.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,17,50-99,Private,>4,23.0
64,0.6660000085830688,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,>4,2.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,6,10-49,Private,2,9.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,7,10000+,Private,3,87.0
89,0.925000011920929,Male,Yes,Not,Masters,STEM,2,500-999,Public,2,13.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,10,50-99,Private,1,76.0
160,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,15,50-99,Private,1,18.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,12,50-99,Private,1,53.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,100-500,Private,>4,11.0
160,0.9200000166893005,Male,Yes,FullTime,HighSchool,None,9,10000+,Private,2,45.0
64,0.6660000085830688,Male,Yes,Not,Bachelors,STEM,10,50-99,Private,2,5.0
73,0.7540000081062317,Male,Yes,Not,Bachelors,STEM,11,5000-9999,Private,1,90.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,14,10-49,Private,2,4.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,3,10.0
23,0.8989999890327454,Male,Yes,PartTime,Bachelors,STEM,16,10000+,Private,1,82.0
100,0.8870000243186951,Male,No,Not,Bachelors,STEM,19,50-99,Private,>4,26.0
16,0.9100000262260437,Male,No,Not,HighSchool,None,9,10000+,Private,never,21.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,13,10000+,Private,1,107.0
26,0.6980000138282776,Male,Yes,Not,Masters,STEM,11,<10,Private,2,29.0
57,0.8659999966621399,Male,No,Not,HighSchool,None,4,100-500,Private,never,66.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,3,100-500,Private,never,42.0
158,0.765999972820282,Male,Yes,Not,Masters,STEM,10,100-500,Private,1,64.0
98,0.9490000009536743,Male,Yes,PartTime,HighSchool,None,5,<10,UnfundedStartup,1,61.0
36,0.8930000066757202,Male,Yes,Not,Phd,Humanities,>20,10000+,Private,>4,11.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,12,10000+,Private,3,222.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,Other,9,1000-4999,Private,never,83.0
73,0.7540000081062317,Male,No,FullTime,Bachelors,STEM,<1,50-99,Private,never,19.0
90,0.6980000138282776,Male,No,PartTime,Bachelors,STEM,18,10-49,UnfundedStartup,1,97.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,8,100-500,Private,>4,36.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,Other,>20,50-99,Private,1,69.0
128,0.5270000100135803,Male,No,FullTime,HighSchool,None,<1,100-500,NGO,2,57.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,10,10000+,Public,>4,166.0
28,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,16,<10,Private,>4,226.0
103,0.9200000166893005,Female,Yes,Not,Masters,STEM,>20,5000-9999,Other,>4,46.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,8,10000+,Private,never,42.0
24,0.6980000138282776,Male,Yes,Not,Masters,STEM,7,10000+,Private,1,70.0
70,0.6980000138282776,Male,No,FullTime,HighSchool,None,10,10-49,UnfundedStartup,1,102.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,1,5000-9999,Private,never,67.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,Business,16,5000-9999,Private,never,194.0
107,0.5180000066757202,Male,Yes,PartTime,Masters,STEM,<1,50-99,Private,2,14.0
73,0.7540000081062317,Male,Yes,Not,Bachelors,STEM,8,10000+,Private,never,12.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,STEM,>20,<10,Private,>4,100.0
28,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,>20,<10,Private,>4,41.0
21,0.6240000128746033,Female,Yes,PartTime,Bachelors,STEM,4,10-49,Private,1,56.0
16,0.9100000262260437,Male,No,FullTime,Bachelors,STEM,5,50-99,Private,1,151.0
114,0.9259999990463257,Male,No,FullTime,HighSchool,None,5,50-99,Private,2,43.0
103,0.9200000166893005,Male,No,FullTime,HighSchool,None,2,500-999,Private,1,40.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,6,10-49,Private,3,42.0
21,0.6240000128746033,Male,No,PartTime,Bachelors,STEM,4,100-500,Private,never,70.0
101,0.5580000281333923,Male,Yes,PartTime,Masters,STEM,12,50-99,Private,4,35.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,7,100-500,Private,1,46.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,10000+,Private,2,149.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,16,10000+,Private,1,10.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,>4,88.0
159,0.8429999947547913,Male,Yes,FullTime,Masters,STEM,8,10000+,Private,1,1.0
50,0.8960000276565552,Male,Yes,Not,HighSchool,None,6,<10,FundedStartup,2,8.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,15,1000-4999,Private,2,23.0
11,0.550000011920929,Male,No,FullTime,Bachelors,STEM,3,10-49,Private,never,72.0
93,0.8650000095367432,Male,Yes,Not,HighSchool,None,5,50-99,Public,3,50.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,1,116.0
21,0.6240000128746033,Male,No,Not,PrimarySchool,None,3,50-99,Private,never,14.0
162,0.7670000195503235,Male,Yes,Not,Bachelors,STEM,17,50-99,Private,1,55.0
21,0.6240000128746033,Male,Yes,FullTime,HighSchool,None,3,50-99,Private,never,53.0
21,0.6240000128746033,Female,No,FullTime,Bachelors,STEM,5,10-49,FundedStartup,1,32.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,5,5000-9999,Private,1,94.0
21,0.6240000128746033,Male,No,FullTime,HighSchool,None,1,50-99,Private,never,166.0
74,0.5789999961853027,Male,Yes,Not,Bachelors,STEM,6,50-99,Private,1,56.0
136,0.8970000147819519,Male,No,Not,Masters,Business,18,50-99,NGO,1,31.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,<1,10-49,Private,1,12.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,10,50-99,Private,never,28.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,11,50-99,Private,1,62.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,1,50-99,Private,1,126.0
11,0.550000011920929,Male,Yes,Not,Bachelors,STEM,15,1000-4999,Private,3,165.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,79.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,>20,500-999,NGO,>4,26.0
16,0.9100000262260437,Male,No,Not,Masters,Humanities,7,100-500,NGO,1,14.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,16,10-49,Private,1,144.0
104,0.9240000247955322,Male,No,Not,Masters,Arts,5,50-99,Private,2,116.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,19,100-500,FundedStartup,4,14.0
114,0.9259999990463257,Male,No,Not,HighSchool,None,7,<10,FundedStartup,1,46.0
103,0.9200000166893005,Male,No,Not,HighSchool,None,3,50-99,Private,never,29.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,6,500-999,Private,never,11.0
75,0.9390000104904175,Male,No,PartTime,HighSchool,None,3,50-99,Public,2,57.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,6,10-49,FundedStartup,1,102.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,6,50-99,Private,1,43.0
160,0.9200000166893005,Male,No,Not,Bachelors,STEM,6,10000+,Private,>4,25.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,2,10-49,UnfundedStartup,2,38.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,4,10000+,Private,1,180.0
160,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,2,10000+,Private,1,13.0
16,0.9100000262260437,Male,No,PartTime,Bachelors,STEM,6,10000+,Private,>4,24.0
67,0.8550000190734863,Female,Yes,Not,Bachelors,Other,3,100-500,Private,1,42.0
67,0.8550000190734863,Female,Yes,Not,HighSchool,None,2,100-500,NGO,1,24.0
104,0.9240000247955322,Female,Yes,Not,Masters,STEM,2,50-99,Private,1,60.0
83,0.9229999780654907,Male,Yes,Not,Bachelors,STEM,15,100-500,Private,1,226.0
67,0.8550000190734863,Male,Yes,Not,Masters,STEM,19,10-49,Private,>4,66.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,7,50-99,Private,1,5.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,11,<10,Private,3,56.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,3,50-99,Private,2,17.0
160,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,13,100-500,FundedStartup,1,66.0
102,0.8040000200271606,Male,Yes,Not,Bachelors,STEM,5,1000-4999,Private,1,31.0
103,0.9200000166893005,Male,No,PartTime,Phd,STEM,3,1000-4999,Public,2,14.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,1000-4999,Private,4,28.0
36,0.8930000066757202,Male,Yes,PartTime,Bachelors,STEM,6,<10,Private,1,19.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,8,10000+,Private,3,222.0
103,0.9200000166893005,Male,Yes,Not,PrimarySchool,None,8,50-99,Private,never,66.0
16,0.9100000262260437,Female,Yes,FullTime,Bachelors,Arts,12,100-500,Private,1,6.0
114,0.9259999990463257,Male,Yes,PartTime,Bachelors,STEM,12,100-500,Private,1,46.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,15,100-500,Private,>4,62.0
114,0.9259999990463257,Male,No,Not,Bachelors,STEM,>20,10-49,Private,>4,6.0
45,0.8899999856948853,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,>4,80.0
65,0.8019999861717224,Female,Yes,Not,Bachelors,STEM,11,50-99,Private,1,48.0
114,0.9259999990463257,Male,No,PartTime,Bachelors,STEM,5,100-500,Public,2,28.0
28,0.9390000104904175,Male,Yes,Not,Phd,STEM,11,<10,Private,1,133.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Humanities,11,500-999,Private,1,78.0
118,0.722000002861023,Male,Yes,FullTime,HighSchool,None,1,5000-9999,Public,1,48.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,50-99,FundedStartup,1,7.0
103,0.9200000166893005,Male,No,FullTime,Masters,STEM,7,<10,UnfundedStartup,1,80.0
131,0.6800000071525574,Male,Yes,Not,Bachelors,STEM,4,100-500,Private,2,45.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,14,50-99,UnfundedStartup,4,19.0
102,0.8040000200271606,Male,Yes,Not,HighSchool,None,>20,50-99,FundedStartup,1,110.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,1,57.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,<1,10000+,Private,never,21.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,12,100-500,Private,1,30.0
114,0.9259999990463257,Male,Yes,FullTime,Bachelors,STEM,10,50-99,Private,1,58.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,>20,50-99,Other,>4,104.0
114,0.9259999990463257,Male,No,FullTime,HighSchool,None,5,50-99,Private,1,61.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,never,14.0
16,0.9100000262260437,Female,Yes,Not,Masters,STEM,15,50-99,Private,1,124.0
30,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,8,100-500,Private,>4,17.0
173,0.878000020980835,Male,Yes,Not,Phd,STEM,>20,500-999,Private,2,50.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Other,>4,48.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,13,500-999,Private,>4,56.0
128,0.5270000100135803,Male,No,Not,Bachelors,STEM,2,50-99,FundedStartup,1,232.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,5,50-99,Private,1,150.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,5,10000+,Private,1,31.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,1,88.0
123,0.7379999756813049,Male,Yes,Not,Bachelors,STEM,10,100-500,Private,>4,18.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,6,<10,Private,>4,10.0
93,0.8650000095367432,Female,Yes,Not,Bachelors,STEM,2,<10,UnfundedStartup,1,39.0
16,0.9100000262260437,Male,No,Not,PrimarySchool,None,7,50-99,Private,never,106.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,10-49,Private,>4,214.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,2,4.0
136,0.8970000147819519,Male,Yes,PartTime,Bachelors,STEM,7,100-500,UnfundedStartup,1,46.0
142,0.7269999980926514,Male,Yes,Not,Bachelors,STEM,9,10-49,Private,2,55.0
103,0.9200000166893005,Male,Yes,PartTime,Bachelors,STEM,1,1000-4999,Private,1,20.0
67,0.8550000190734863,Male,Yes,Not,Bachelors,STEM,14,50-99,Private,2,27.0
50,0.8960000276565552,Male,Yes,Not,Masters,STEM,14,500-999,Private,1,76.0
73,0.7540000081062317,Male,No,PartTime,HighSchool,None,1,50-99,Private,1,57.0
149,0.6890000104904175,Male,No,FullTime,Bachelors,Other,3,50-99,Private,1,34.0
114,0.9259999990463257,Male,No,FullTime,Bachelors,STEM,11,10-49,Private,2,33.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,10,10-49,Private,2,23.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,2,100-500,Private,2,106.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,1,86.0
74,0.5789999961853027,Female,Yes,Not,Bachelors,STEM,1,10-49,Private,1,47.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,14,10000+,Private,1,56.0
104,0.9240000247955322,Male,Yes,Not,HighSchool,None,7,50-99,Private,>4,146.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Humanities,5,10000+,Private,1,72.0
80,0.847000002861023,Male,Yes,FullTime,Bachelors,STEM,5,10000+,Private,>4,35.0
41,0.8270000219345093,Male,Yes,Not,Bachelors,STEM,17,100-500,Private,1,30.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,3,50-99,UnfundedStartup,1,150.0
50,0.8960000276565552,Male,Yes,Not,Bachelors,STEM,8,<10,Public,2,32.0
114,0.9259999990463257,Male,No,FullTime,Masters,STEM,<1,50-99,Private,1,23.0
102,0.8040000200271606,Male,Yes,FullTime,Masters,Humanities,1,50-99,Private,never,4.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,20,10000+,Private,>4,40.0
91,0.6909999847412109,Male,Yes,FullTime,Bachelors,STEM,6,10-49,Private,1,60.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,2,50-99,Private,never,13.0
21,0.6240000128746033,Male,No,FullTime,Masters,STEM,<1,100-500,Private,>4,20.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,STEM,15,<10,Private,1,10.0
114,0.9259999990463257,Male,No,Not,HighSchool,None,15,10000+,Private,>4,60.0
99,0.9150000214576721,Male,Yes,Not,Bachelors,STEM,9,<10,FundedStartup,1,5.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,Other,3,500-999,Private,1,134.0
16,0.9100000262260437,Male,No,Not,Masters,Humanities,3,1000-4999,Public,1,148.0
114,0.9259999990463257,Female,Yes,Not,Bachelors,STEM,19,10-49,Private,4,70.0
159,0.8429999947547913,Female,Yes,Not,Bachelors,STEM,13,<10,Private,4,44.0
114,0.9259999990463257,Male,Yes,PartTime,Bachelors,STEM,9,10-49,Private,1,51.0
71,0.8840000033378601,Male,Yes,Not,Bachelors,Humanities,7,100-500,Private,3,37.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,4,32.0
91,0.6909999847412109,Male,No,Not,Bachelors,STEM,11,100-500,Private,4,4.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,50-99,Private,1,21.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,500-999,Private,1,80.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,11,<10,NGO,1,28.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,5,10000+,Private,1,41.0
67,0.8550000190734863,Male,Yes,Not,Bachelors,STEM,4,50-99,Public,3,158.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,50-99,FundedStartup,1,84.0
90,0.6980000138282776,Male,Yes,FullTime,Masters,STEM,14,<10,Private,4,28.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,5,50-99,Private,1,135.0
103,0.9200000166893005,Female,No,Not,Masters,STEM,10,50-99,Private,4,56.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,2,12.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,9,500-999,Private,2,112.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,>20,10000+,Private,2,87.0
103,0.9200000166893005,Male,Yes,Not,HighSchool,None,>20,50-99,Private,>4,102.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,50-99,Private,>4,136.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,5,50-99,Private,1,34.0
160,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,5,50-99,Private,1,90.0
165,0.902999997138977,Male,No,Not,Bachelors,STEM,5,10-49,Private,1,38.0
